Price Date,Modal Price (Rs./Quintal)
2016-09-01,2380.0
2016-09-02,2590.5
2016-09-03,2801.0
2016-09-04,2433.0
2016-09-05,2065.0
2016-09-06,3111.0
2016-09-07,2215.0
2016-09-08,2395.0
2016-09-09,2575.0
2016-09-10,3534.0
2016-09-11,3201.0
2016-09-12,2275.0
2016-09-13,3202.0
2016-09-14,3010.0
2016-09-15,2818.0
2016-09-16,2626.0
2016-09-17,2965.0
2016-09-18,2102.0
2016-09-19,2556.0
2016-09-20,3500.0
2016-09-21,3436.3636363636365
2016-09-22,3372.7272727272725
2016-09-23,3309.090909090909
2016-09-24,3245.4545454545455
2016-09-25,3181.818181818182
2016-09-26,3118.181818181818
2016-09-27,3054.5454545454545
2016-09-28,2990.909090909091
2016-09-29,2927.272727272727
2016-09-30,2863.6363636363635
2016-10-01,2800.0
2016-10-02,3023.0
2016-10-03,2611.5
2016-10-04,2200.0
2016-10-05,2200.0
2016-10-06,2573.0
2016-10-07,2936.0
2016-10-08,4800.0
2016-10-09,3607.0
2016-10-10,3450.0
2016-10-11,3817.0
2016-10-12,4184.0
2016-10-13,4551.0
2016-10-14,2050.0
2016-10-15,3150.0
2016-10-16,3075.0
2016-10-17,3000.0
2016-10-18,3043.5
2016-10-19,3087.0
2016-10-20,3190.0
2016-10-21,2150.0
2016-10-22,1986.0
2016-10-23,2983.0
2016-10-24,2990.0
2016-10-25,3190.5
2016-10-26,3391.0
2016-10-27,2150.0
2016-10-28,2965.0
2016-10-29,2965.0
2016-10-30,3011.0
2016-10-31,3391.0
2016-11-01,3325.6666666666665
2016-11-02,3260.3333333333335
2016-11-03,3195.0
2016-11-04,3190.0
2016-11-05,2918.5
2016-11-06,2647.0
2016-11-07,1950.0
2016-11-08,2475.5
2016-11-09,3001.0
2016-11-10,4902.0
2016-11-11,2050.0
2016-11-12,3101.0
2016-11-13,2530.0
2016-11-14,3161.0
2016-11-15,3150.0
2016-11-16,2500.0
2016-11-17,3132.0
2016-11-18,3366.0
2016-11-19,4000.0
2016-11-20,4000.0
2016-11-21,2100.0
2016-11-22,3095.0
2016-11-23,3195.5
2016-11-24,3296.0
2016-11-25,2655.0
2016-11-26,3051.0
2016-11-27,2387.0
2016-11-28,2650.0
2016-11-29,2186.0
2016-11-30,2800.0
2016-12-01,4051.0
2016-12-02,2557.0
2016-12-03,3102.0
2016-12-04,2988.0
2016-12-05,3367.0
2016-12-06,2425.0
2016-12-07,2846.0
2016-12-08,2425.0
2016-12-09,3070.0
2016-12-10,2100.0
2016-12-11,2918.0
2016-12-12,3016.5
2016-12-13,3115.0
2016-12-14,2477.0
2016-12-15,2100.0
2016-12-16,3489.0
2016-12-17,2934.0
2016-12-18,2864.0
2016-12-19,2240.0
2016-12-20,2200.0
2016-12-21,2666.0
2016-12-22,3132.0
2016-12-23,3015.0
2016-12-24,3651.0
