Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
3313,3313,3313,12 Nov 2021
4800,4800,4800,11 Nov 2021
2755,2755,2755,10 Nov 2021
3520,3520,3520,09 Nov 2021
3355,3355,3355,08 Nov 2021
3520,3520,3520,07 Nov 2021
3905,3905,3905,03 Nov 2021
3060,3060,3060,02 Nov 2021
3400,3400,3400,01 Nov 2021
4401,4401,4401,31 Oct 2021
3800,3800,3800,30 Oct 2021
3100,3100,3100,29 Oct 2021
3560,3560,3560,28 Oct 2021
3801,3801,3801,27 Oct 2021
5901,5901,5901,26 Oct 2021
3060,3060,3060,25 Oct 2021
5201,5201,5201,24 Oct 2021
2933,2933,2933,23 Oct 2021
4225,4225,4225,22 Oct 2021
4439,4439,4439,21 Oct 2021
4825,4825,4825,20 Oct 2021
2933,2933,2933,19 Oct 2021
3737,3737,3737,18 Oct 2021
4600,4600,4600,17 Oct 2021
5201,5201,5201,16 Oct 2021
3535,3535,3535,15 Oct 2021
3560,3560,3560,14 Oct 2021
3592,3592,3592,13 Oct 2021
3581,3851,3851,12 Oct 2021
3035,3035,3035,11 Oct 2021
3710,3710,3710,09 Oct 2021
3550,3550,3550,08 Oct 2021
3300,3300,3300,07 Oct 2021
5275,5275,5275,06 Oct 2021
3313,3313,3313,05 Oct 2021
3642,3642,3642,04 Oct 2021
4225,4225,4225,02 Oct 2021
3870,3870,3870,01 Oct 2021
3851,3851,3851,30 Sep 2021
3288,3288,3288,29 Sep 2021
5151,5151,5151,28 Sep 2021
5900,5900,5900,26 Sep 2021
3201,3201,3201,25 Sep 2021
4225,4225,4225,24 Sep 2021
3100,3100,3100,23 Sep 2021
2933,2933,2933,22 Sep 2021
3017,3017,3017,21 Sep 2021
3592,3592,3592,20 Sep 2021
3642,3642,3642,18 Sep 2021
4400,4400,4400,17 Sep 2021
3775,3775,3775,16 Sep 2021
5151,5151,5151,15 Sep 2021
3288,3288,3288,14 Sep 2021
5201,5201,5201,13 Sep 2021
2755,2755,2755,09 Sep 2021
3710,3710,3710,08 Sep 2021
3642,3642,3642,07 Sep 2021
3355,3355,3355,06 Sep 2021
2992,2992,2992,05 Sep 2021
2590,2590,2590,04 Sep 2021
5151,5151,5151,03 Sep 2021
4350,4350,4350,02 Sep 2021
3710,3710,3710,01 Sep 2021
3600,3600,3600,31 Aug 2021
3560,3560,3560,30 Aug 2021
3592,3592,3592,28 Aug 2021
4350,4350,4350,27 Aug 2021
5201,5201,5201,26 Aug 2021
2755,2755,2755,25 Aug 2021
3400,3400,3400,24 Aug 2021
3305,3305,3305,23 Aug 2021
4275,4275,4275,22 Aug 2021
5900,5900,5900,21 Aug 2021
3060,3060,3060,20 Aug 2021
3642,3642,3642,19 Aug 2021
3592,3592,3592,18 Aug 2021
3201,3201,3201,17 Aug 2021
4225,4225,4225,16 Aug 2021
3035,3035,3035,14 Aug 2021
3592,3592,3592,13 Aug 2021
2933,2933,2933,12 Aug 2021
4295,4295,4295,11 Aug 2021
3535,3535,3535,10 Aug 2021
4900,4900,4900,09 Aug 2021
5275,5275,5275,07 Aug 2021
4851,4851,4851,06 Aug 2021
4825,4825,4825,04 Aug 2021
5275,5275,5275,03 Aug 2021
4225,4225,4225,02 Aug 2021
3160,3160,3160,31 Jul 2021
3288,3288,3288,30 Jul 2021
4275,4275,4275,29 Jul 2021
3710,3710,3710,28 Jul 2021
3400,3400,3400,27 Jul 2021
3201,3201,3201,26 Jul 2021
5275,5275,5275,24 Jul 2021
4439,4439,4439,23 Jul 2021
2900,2900,2900,22 Jul 2021
3313,3313,3313,21 Jul 2021
3851,3851,3851,20 Jul 2021
3355,3355,3355,19 Jul 2021
4250,4250,4250,17 Jul 2021
2923,2923,2923,16 Jul 2021
4901,4901,4901,15 Jul 2021
5900,5900,5900,14 Jul 2021
4275,4275,4275,13 Jul 2021
4600,4600,4600,12 Jul 2021
2933,2933,2933,10 Jul 2021
3035,3035,3035,09 Jul 2021
4850,4850,4850,08 Jul 2021
5500,5500,5500,07 Jul 2021
4900,4900,4900,06 Jul 2021
3851,3851,3851,05 Jul 2021
4400,4400,4400,03 Jul 2021
3560,3560,3560,02 Jul 2021
3288,3288,3288,30 Jun 2021
3313,3313,3313,29 Jun 2021
4439,4439,4439,28 Jun 2021
5500,5500,5500,26 Jun 2021
5275,5275,5275,25 Jun 2021
2860,2860,2860,24 Jun 2021
4901,4901,4901,23 Jun 2021
3851,3851,3851,22 Jun 2021
3642,3642,3642,21 Jun 2021
3775,3775,3775,19 Jun 2021
3035,3035,3035,18 Jun 2021
4825,4825,4825,17 Jun 2021
3160,3160,3160,16 Jun 2021
2992,2992,2992,15 Jun 2021
2933,2933,2933,14 Jun 2021
2858,2858,2858,12 Jun 2021
3642,3642,3642,11 Jun 2021
4350,4350,4350,10 Jun 2021
3400,3400,3400,09 Jun 2021
3560,3560,3560,08 Jun 2021
3017,3017,3017,07 Jun 2021
4900,4900,4900,05 Jun 2021
3288,3288,3288,04 Jun 2021
3313,3313,3313,03 Jun 2021
3201,3201,3201,02 Jun 2021
2970,2970,2970,01 Jun 2021
2858,2858,2858,31 May 2021
2725,2725,2725,28 May 2021
3592,3592,3592,27 May 2021
3905,3905,3905,26 May 2021
3560,3560,3560,25 May 2021
3520,3520,3520,24 May 2021
3355,3355,3355,21 May 2021
4275,4275,4275,20 May 2021
4250,4250,4250,19 May 2021
3905,3905,3905,17 May 2021
3750,3750,3750,15 May 2021
4275,4275,4275,14 May 2021
2858,2858,2858,13 May 2021
3201,3201,3201,12 May 2021
2975,2975,2975,11 May 2021
3592,3592,3592,10 May 2021
2975,2975,2975,07 May 2021
2450,2450,2450,06 May 2021
3100,3100,3100,05 May 2021
3060,3060,3060,04 May 2021
4350,4350,4350,03 May 2021
4439,4439,4439,30 Apr 2021
4439,4439,4439,29 Apr 2021
3560,3560,3560,28 Apr 2021
3642,3642,3642,27 Apr 2021
3305,3305,3305,26 Apr 2021
3400,3400,3400,23 Apr 2021
2923,2923,2923,22 Apr 2021
4400,4400,4400,20 Apr 2021
2992,2992,2992,19 Apr 2021
2600,2600,2600,16 Apr 2021
2858,2858,2858,15 Apr 2021
3355,3355,3355,14 Apr 2021
3520,3520,3520,13 Apr 2021
3201,3201,3201,12 Apr 2021
5500,5500,5500,09 Apr 2021
3870,3870,3870,08 Apr 2021
4225,4225,4225,07 Apr 2021
3305,3305,3305,06 Apr 2021
3560,3560,3560,05 Apr 2021
3642,3642,3642,03 Apr 2021
3851,3851,3851,02 Apr 2021
4825,4825,4825,01 Apr 2021
2858,2858,2858,31 Mar 2021
3737,3737,3737,30 Mar 2021
5900,5900,5900,28 Mar 2021
3201,3201,3201,27 Mar 2021
2923,2923,2923,26 Mar 2021
3100,3100,3100,25 Mar 2021
2600,2600,2600,24 Mar 2021
4600,4600,4600,23 Mar 2021
5500,5500,5500,22 Mar 2021
3520,3520,3520,21 Mar 2021
5900,5900,5900,14 Mar 2021
5500,5500,5500,13 Mar 2021
3035,3035,3035,12 Mar 2021
2900,2900,2900,11 Mar 2021
3100,3100,3100,10 Mar 2021
2725,2725,2725,09 Mar 2021
3100,3100,3100,08 Mar 2021
4825,4825,4825,07 Mar 2021
2500,2500,2500,06 Mar 2021
2858,2858,2858,05 Mar 2021
3737,3737,3737,04 Mar 2021
2900,2900,2900,03 Mar 2021
3851,3851,3851,02 Mar 2021
3305,3305,3305,01 Mar 2021
4401,4401,4401,28 Feb 2021
2933,2933,2933,27 Feb 2021
4350,4350,4350,26 Feb 2021
4225,4225,4225,25 Feb 2021
2860,2860,2860,24 Feb 2021
3170,3170,3170,23 Feb 2021
3035,3035,3035,22 Feb 2021
4875,4875,4875,21 Feb 2021
3710,3710,3710,20 Feb 2021
3060,3060,3060,19 Feb 2021
4439,4439,4439,18 Feb 2021
2992,2992,2992,17 Feb 2021
2870,2870,2870,16 Feb 2021
3035,3035,3035,15 Feb 2021
3560,3560,3560,14 Feb 2021
3642,3642,3642,13 Feb 2021
3355,3355,3355,12 Feb 2021
3592,3592,3592,11 Feb 2021
2992,2992,2992,10 Feb 2021
4350,4350,4350,09 Feb 2021
4225,4225,4225,03 Feb 2021
3201,3201,3201,02 Feb 2021
2800,2800,2800,01 Feb 2021
3560,3560,3560,31 Jan 2021
3101,3101,3101,29 Jan 2021
2933,2933,2933,28 Jan 2021
3600,3600,3600,27 Jan 2021
4851,4851,4851,26 Jan 2021
3160,3160,3160,25 Jan 2021
3035,3035,3035,24 Jan 2021
4225,4225,4225,23 Jan 2021
3101,3101,3101,22 Jan 2021
3060,3060,3060,21 Jan 2021
4401,4401,4401,20 Jan 2021
3642,3642,3642,19 Jan 2021
3905,3905,3905,18 Jan 2021
5275,5275,5275,17 Jan 2021
4350,4350,4350,16 Jan 2021
3870,3870,3870,15 Jan 2021
4875,4875,4875,14 Jan 2021
3400,3400,3400,13 Jan 2021
4050,4050,4050,01 Jan 2021
2950,3555,3050,31 Dec 2020
3520,3520,3520,30 Dec 2020
3560,3560,3560,29 Dec 2020
3017,3017,3017,28 Dec 2020
5275,5275,5275,27 Dec 2020
4400,4400,4400,26 Dec 2020
3035,3035,3035,25 Dec 2020
3500,3500,3500,24 Dec 2020
3355,3355,3355,23 Dec 2020
2992,2992,2992,22 Dec 2020
3401,3401,3401,21 Dec 2020
4275,4275,4275,20 Dec 2020
3592,3592,3592,19 Dec 2020
3625,3625,3625,18 Dec 2020
3535,3535,3535,17 Dec 2020
4225,4225,4225,16 Dec 2020
4350,4350,4350,15 Dec 2020
3201,3201,3201,14 Dec 2020
4439,4439,4439,13 Dec 2020
2923,2923,2923,12 Dec 2020
2901,2901,2901,11 Dec 2020
2725,2725,2725,10 Dec 2020
3675,3675,3675,09 Dec 2020
4401,4401,4401,08 Dec 2020
4250,4250,4250,07 Dec 2020
3060,3060,3060,06 Dec 2020
3355,3355,3355,05 Dec 2020
3160,3160,3160,04 Dec 2020
4400,4400,4400,03 Dec 2020
3501,3501,3501,02 Dec 2020
3520,3520,3520,01 Dec 2020
3520,3520,3520,30 Nov 2020
3017,3017,3017,28 Nov 2020
3400,3400,3400,27 Nov 2020
3035,3035,3035,26 Nov 2020
3355,3355,3355,25 Nov 2020
3675,3675,3675,24 Nov 2020
3035,3035,3035,23 Nov 2020
3535,3535,3535,21 Nov 2020
3201,3201,3201,20 Nov 2020
3060,3060,3060,19 Nov 2020
3355,3355,3355,18 Nov 2020
2755,2755,2755,16 Nov 2020
3400,3400,3400,14 Nov 2020
2800,2800,2800,13 Nov 2020
3642,3642,3642,12 Nov 2020
3592,3592,3592,11 Nov 2020
3017,3017,3017,10 Nov 2020
3035,3035,3035,09 Nov 2020
2933,2933,2933,08 Nov 2020
4825,4825,4825,07 Nov 2020
2900,2900,2900,06 Nov 2020
3060,3060,3060,05 Nov 2020
2860,2860,2860,04 Nov 2020
3150,3150,3150,03 Nov 2020
4225,4225,4225,02 Nov 2020
3750,3750,3750,31 Oct 2020
3035,3035,3035,30 Oct 2020
2970,2970,2970,29 Oct 2020
2860,2860,2860,28 Oct 2020
3500,3500,3500,27 Oct 2020
3710,3710,3710,26 Oct 2020
3355,3355,3355,12 Oct 2020
3670,3670,3670,11 Oct 2020
2860,2860,2860,10 Oct 2020
3101,3101,3101,08 Oct 2020
2933,2933,2933,07 Oct 2020
2923,2923,2923,06 Oct 2020
3017,3017,3017,04 Oct 2020
4439,4439,4439,02 Oct 2020
2755,2755,2755,01 Oct 2020
2992,2992,2992,30 Sep 2020
3520,3520,3520,29 Sep 2020
3160,3160,3160,28 Sep 2020
3905,3905,3905,27 Sep 2020
4439,4439,4439,26 Sep 2020
4800,4800,4800,25 Sep 2020
3035,3035,3035,24 Sep 2020
4350,4350,4350,23 Sep 2020
2865,2865,2865,22 Sep 2020
4250,4250,4250,21 Sep 2020
4825,4825,4825,20 Sep 2020
3000,3000,3000,19 Sep 2020
3201,3201,3201,18 Sep 2020
3520,3520,3520,17 Sep 2020
3355,3355,3355,16 Sep 2020
3000,3401,3050,15 Sep 2020
2755,3675,3560,14 Sep 2020
3520,3520,3520,13 Sep 2020
3592,3592,3592,12 Sep 2020
2755,2755,2755,11 Sep 2020
3870,3870,3870,10 Sep 2020
3017,3017,3017,09 Sep 2020
2970,2970,2970,08 Sep 2020
3355,3355,3355,05 Sep 2020
2992,2992,2992,04 Sep 2020
4295,4295,4295,02 Sep 2020
5275,5275,5275,17 Aug 2020
2755,2755,2755,15 Aug 2020
3592,3592,3592,14 Aug 2020
3535,3535,3535,13 Aug 2020
3905,3905,3905,12 Aug 2020
3355,3355,3355,11 Aug 2020
3201,3201,3201,10 Aug 2020
3000,3000,3000,09 Aug 2020
2923,2923,2923,08 Aug 2020
2992,2992,2992,07 Aug 2020
4275,4275,4275,06 Aug 2020
3870,3870,3870,04 Aug 2020
4295,4295,4295,03 Aug 2020
3017,3017,3017,02 Aug 2020
2860,2860,2860,01 Aug 2020
3160,3160,3160,31 Jul 2020
3710,3710,3710,30 Jul 2020
2525,2525,2525,29 Jul 2020
3017,3017,3017,28 Jul 2020
3520,3520,3520,27 Jul 2020
2992,2992,2992,25 Jul 2020
3201,3201,3201,24 Jul 2020
3017,3017,3017,23 Jul 2020
3905,3905,3905,21 Jul 2020
3592,3592,3592,20 Jul 2020
4400,4400,4400,19 Jul 2020
3160,3160,3160,18 Jul 2020
3035,3035,3035,17 Jul 2020
3750,3750,3750,16 Jul 2020
3500,3500,3500,15 Jul 2020
4500,4500,4500,14 Jul 2020
2970,2970,2970,13 Jul 2020
2992,2992,2992,12 Jul 2020
3642,3642,3642,11 Jul 2020
3870,3870,3870,10 Jul 2020
3201,3201,3201,08 Jul 2020
3060,3060,3060,07 Jul 2020
3592,3592,3592,06 Jul 2020
3642,3642,3642,05 Jul 2020
3520,3520,3520,03 Jul 2020
3592,3592,3592,02 Jul 2020
3500,3500,3500,01 Jul 2020
3050,3050,3050,30 Jun 2020
2590,2590,2590,29 Jun 2020
2860,2860,2860,28 Jun 2020
2923,2923,2923,27 Jun 2020
2535,2535,2535,26 Jun 2020
3905,3905,3905,25 Jun 2020
4201,4201,4201,24 Jun 2020
3390,3390,3390,23 Jun 2020
3575,3575,3575,22 Jun 2020
3400,3400,3400,21 Jun 2020
3560,3560,3560,20 Jun 2020
3545,3545,3545,19 Jun 2020
2850,2850,2850,18 Jun 2020
3750,4401,4400,17 Jun 2020
3560,3560,3560,16 Jun 2020
3060,3060,3060,15 Jun 2020
2535,2535,2535,14 Jun 2020
2923,2923,2923,13 Jun 2020
2960,2960,2960,12 Jun 2020
3050,3050,3050,11 Jun 2020
3650,3650,3650,10 Jun 2020
4201,4201,4201,09 Jun 2020
4175,4175,4175,08 Jun 2020
3390,3390,3390,07 Jun 2020
3905,3905,3905,06 Jun 2020
2860,2860,2860,05 Jun 2020
2900,2900,2900,04 Jun 2020
2750,2750,2750,03 Jun 2020
3500,3500,3500,02 Jun 2020
3355,3355,3355,01 Jun 2020
3545,3545,3545,31 May 2020
3500,3500,3500,30 May 2020
3390,3390,3390,29 May 2020
3160,3160,3160,28 May 2020
3400,3400,3400,27 May 2020
3150,3150,3150,26 May 2020
3050,3050,3050,23 May 2020
2850,2850,2850,22 May 2020
3655,3655,3655,21 May 2020
4000,4000,4000,19 May 2020
3150,3150,3150,18 May 2020
2900,2900,2900,16 May 2020
3210,3210,3210,15 May 2020
3400,3400,3400,14 May 2020
4050,4050,4050,13 May 2020
2695,2695,2695,10 May 2020
2590,2590,2590,09 May 2020
2900,2900,2900,08 May 2020
3160,3160,3160,07 May 2020
3545,3545,3545,06 May 2020
3160,3160,3160,04 May 2020
3390,3390,3390,21 Mar 2020
2890,2890,2890,20 Mar 2020
4275,4275,4275,19 Mar 2020
5051,5051,5051,18 Mar 2020
2190,2190,2190,17 Mar 2020
2590,2590,2590,16 Mar 2020
2900,2900,2900,15 Mar 2020
2890,2890,2890,14 Mar 2020
3501,4401,3555,13 Mar 2020
3545,3545,3545,12 Mar 2020
3665,3665,3665,11 Mar 2020
2850,2850,2850,10 Mar 2020
3055,3055,3055,09 Mar 2020
3000,3000,3000,08 Mar 2020
4200,4200,4200,07 Mar 2020
2870,2870,2870,06 Mar 2020
3650,3650,3650,05 Mar 2020
3390,3390,3390,04 Mar 2020
3450,3450,3450,03 Mar 2020
2900,2900,2900,02 Mar 2020
2295,2295,2295,01 Mar 2020
2960,2960,2960,29 Feb 2020
2900,2900,2900,28 Feb 2020
3450,3650,3590,27 Feb 2020
2960,2960,2960,25 Feb 2020
2890,2890,2890,24 Feb 2020
4175,4175,4175,23 Feb 2020
2180,2180,2180,22 Feb 2020
2190,3390,2590,21 Feb 2020
2865,2865,2865,20 Feb 2020
3065,3065,3065,19 Feb 2020
3555,3555,3555,18 Feb 2020
4050,4050,4050,17 Feb 2020
2180,2180,2180,16 Feb 2020
3100,3401,3155,15 Feb 2020
4175,5051,4275,10 Feb 2020
2675,2675,2675,09 Feb 2020
3745,3745,3745,08 Feb 2020
3555,3555,3555,07 Feb 2020
3445,3445,3445,06 Feb 2020
3700,3700,3700,05 Feb 2020
3450,3450,3450,04 Feb 2020
3600,3600,3600,03 Feb 2020
3555,3555,3555,02 Feb 2020
3600,3600,3600,01 Feb 2020
3750,3750,3750,31 Jan 2020
2950,2950,2950,30 Jan 2020
3201,3201,3201,29 Jan 2020
2900,2900,2900,28 Jan 2020
4201,4201,4201,27 Jan 2020
3400,3400,3400,26 Jan 2020
2850,2850,2850,25 Jan 2020
2600,2600,2600,24 Jan 2020
3450,3450,3450,23 Jan 2020
3555,3555,3555,22 Jan 2020
4400,4400,4400,21 Jan 2020
3100,3100,3100,20 Jan 2020
3650,3650,3650,19 Jan 2020
3450,3450,3450,18 Jan 2020
3010,3010,3010,17 Jan 2020
3800,3800,3800,16 Jan 2020
2601,2601,2601,15 Jan 2020
3775,3775,3775,14 Jan 2020
3600,3600,3600,13 Jan 2020
4375,4375,4375,12 Jan 2020
5010,5010,5010,11 Jan 2020
3175,3175,3175,10 Jan 2020
2850,2850,2850,09 Jan 2020
2295,2295,2295,08 Jan 2020
3095,3095,3095,07 Jan 2020
2960,3445,3320,06 Jan 2020
2895,2895,2895,05 Jan 2020
3650,3650,3650,04 Jan 2020
5000,5000,5000,03 Jan 2020
3400,3400,3400,02 Jan 2020
3265,3265,3265,01 Jan 2020
3400,3400,3400,31 Dec 2019
4450,5001,4600,30 Dec 2019
3050,3050,3050,29 Dec 2019
3555,3555,3555,28 Dec 2019
3455,5000,3800,27 Dec 2019
3100,4501,3125,26 Dec 2019
2850,3300,2870,25 Dec 2019
3475,3475,3475,24 Dec 2019
3150,3150,3150,23 Dec 2019
3270,3270,3270,21 Dec 2019
3500,3500,3500,20 Dec 2019
4150,4850,4400,19 Dec 2019
4150,5050,4900,18 Dec 2019
2850,4501,3350,17 Dec 2019
4400,4400,4400,16 Dec 2019
3001,3001,3001,15 Dec 2019
3400,3701,3425,14 Dec 2019
3000,3400,3200,13 Dec 2019
3350,3350,3350,12 Dec 2019
3900,3900,3900,11 Dec 2019
5001,5001,5001,10 Dec 2019
3201,3201,3201,09 Dec 2019
3700,3700,3700,08 Dec 2019
4050,4050,4050,07 Dec 2019
3455,3455,3455,06 Dec 2019
3300,3300,3300,05 Dec 2019
3500,3500,3500,04 Dec 2019
3755,3755,3755,03 Dec 2019
3450,3450,3450,02 Dec 2019
3700,3700,3700,01 Dec 2019
3501,3530,3525,30 Nov 2019
3475,3475,3475,29 Nov 2019
3200,3200,3200,28 Nov 2019
3000,3630,3055,27 Nov 2019
3251,3825,3275,26 Nov 2019
3725,3725,3725,25 Nov 2019
4401,4401,4401,24 Nov 2019
4075,4075,4075,23 Nov 2019
2850,3501,3201,22 Nov 2019
3001,3525,3150,21 Nov 2019
3670,3670,3670,20 Nov 2019
3430,3430,3430,19 Nov 2019
3100,3100,3100,18 Nov 2019
4535,4535,4535,17 Nov 2019
3425,3555,3465,16 Nov 2019
3355,3355,3355,14 Nov 2019
3565,3565,3565,13 Nov 2019
2955,4501,3625,12 Nov 2019
3575,3575,3575,11 Nov 2019
4075,4075,4075,10 Nov 2019
4401,4401,4401,09 Nov 2019
3200,3458,3401,08 Nov 2019
3575,3575,3575,07 Nov 2019
3100,3100,3100,02 Nov 2019
2930,2930,2930,01 Nov 2019
3550,3550,3550,31 Oct 2019
3155,3155,3155,30 Oct 2019
3065,3065,3065,29 Oct 2019
4235,4235,4235,25 Oct 2019
4035,4035,4035,24 Oct 2019
3555,3555,3555,22 Oct 2019
2910,2910,2910,21 Oct 2019
3250,3250,3250,20 Oct 2019
3050,3400,3125,19 Oct 2019
2900,3601,3375,18 Oct 2019
3725,3725,3725,17 Oct 2019
3075,3075,3075,16 Oct 2019
3435,3435,3435,15 Oct 2019
2975,2975,2975,14 Oct 2019
4575,4575,4575,13 Oct 2019
3065,3065,3065,12 Oct 2019
2975,2975,2975,11 Oct 2019
3175,3175,3175,10 Oct 2019
3200,3200,3200,09 Oct 2019
3401,3401,3401,08 Oct 2019
3432,3432,3432,07 Oct 2019
3250,3250,3250,06 Oct 2019
4025,4025,4025,05 Oct 2019
4055,4055,4055,04 Oct 2019
3501,3501,3501,03 Oct 2019
3350,3350,3350,02 Oct 2019
3100,3100,3100,01 Oct 2019
3601,3601,3601,29 Sep 2019
2850,4001,3810,28 Sep 2019
3001,3501,3050,27 Sep 2019
2900,2900,2900,26 Sep 2019
3201,3201,3201,25 Sep 2019
3000,3670,3401,24 Sep 2019
3575,3575,3575,23 Sep 2019
4050,4050,4050,22 Sep 2019
4201,4201,4201,21 Sep 2019
3300,3501,3401,20 Sep 2019
3401,3401,3401,19 Sep 2019
3025,3025,3025,18 Sep 2019
3301,3301,3301,17 Sep 2019
3201,3201,3201,16 Sep 2019
3000,3801,3475,14 Sep 2019
3475,3475,3475,13 Sep 2019
3100,3100,3100,12 Sep 2019
3501,3501,3501,11 Sep 2019
3000,3770,3050,10 Sep 2019
3755,3755,3755,09 Sep 2019
3050,3050,3050,07 Sep 2019
2970,2970,2970,06 Sep 2019
4150,4150,4150,04 Sep 2019
2900,2900,2900,31 Aug 2019
3050,3050,3050,30 Aug 2019
3100,3100,3100,29 Aug 2019
3055,3055,3055,28 Aug 2019
3201,3201,3201,27 Aug 2019
3151,3151,3151,26 Aug 2019
4401,4401,4401,25 Aug 2019
3450,3450,3450,24 Aug 2019
3051,3051,3051,23 Aug 2019
3630,3630,3630,22 Aug 2019
2850,2850,2850,21 Aug 2019
3872,3872,3872,20 Aug 2019
3500,3500,3500,19 Aug 2019
3600,3600,3600,17 Aug 2019
3750,3750,3750,16 Aug 2019
3650,3650,3650,13 Aug 2019
3555,3555,3555,12 Aug 2019
4450,4450,4450,11 Aug 2019
3251,3251,3251,10 Aug 2019
2900,2900,2900,08 Aug 2019
4201,4201,4201,07 Aug 2019
3670,3670,3670,06 Aug 2019
3401,3401,3401,05 Aug 2019
2850,2850,2850,04 Aug 2019
3500,3500,3500,02 Aug 2019
3201,3201,3201,01 Aug 2019
2935,2935,2935,30 Jul 2019
2950,2950,2950,29 Jul 2019
4401,4401,4401,28 Jul 2019
3050,3050,3050,26 Jul 2019
3550,3550,3550,25 Jul 2019
3155,3155,3155,24 Jul 2019
2950,2950,2950,23 Jul 2019
3301,3301,3301,22 Jul 2019
3570,3570,3570,21 Jul 2019
4201,4201,4201,20 Jul 2019
2950,2950,2950,19 Jul 2019
3550,3550,3550,18 Jul 2019
3601,3601,3601,17 Jul 2019
3401,3401,3401,16 Jul 2019
3375,3375,3375,15 Jul 2019
3375,3375,3375,14 Jul 2019
3425,3425,3425,13 Jul 2019
3325,3325,3325,12 Jul 2019
3350,3350,3350,11 Jul 2019
3810,3810,3810,10 Jul 2019
3350,3350,3350,09 Jul 2019
3765,3765,3765,08 Jul 2019
2975,2975,2975,07 Jul 2019
2960,2960,2960,06 Jul 2019
3050,3050,3050,05 Jul 2019
3565,3565,3565,04 Jul 2019
3555,3555,3555,03 Jul 2019
3050,3050,3050,02 Jul 2019
2901,2901,2901,01 Jul 2019
2700,2700,2700,30 Jun 2019
3135,3135,3135,29 Jun 2019
3601,3601,3601,28 Jun 2019
3975,3975,3975,27 Jun 2019
3555,3555,3555,26 Jun 2019
3301,3301,3301,25 Jun 2019
3200,3200,3200,24 Jun 2019
3235,3235,3235,23 Jun 2019
3225,3225,3225,22 Jun 2019
4000,4000,4000,21 Jun 2019
3401,3401,3401,20 Jun 2019
2965,3400,3055,19 Jun 2019
3365,3365,3365,18 Jun 2019
3075,3075,3075,17 Jun 2019
3465,3465,3465,16 Jun 2019
4401,4625,4501,15 Jun 2019
3575,4025,3675,14 Jun 2019
3650,3650,3650,13 Jun 2019
4200,4200,4200,12 Jun 2019
3101,3555,3370,11 Jun 2019
2950,3101,2970,10 Jun 2019
3900,3900,3900,09 Jun 2019
4550,4550,4550,08 Jun 2019
3000,4401,3501,07 Jun 2019
3501,3501,3501,06 Jun 2019
3300,3300,3300,04 Jun 2019
3175,3175,3175,03 Jun 2019
3525,3525,3525,02 Jun 2019
2900,2900,2900,01 Jun 2019
3375,3375,3375,31 May 2019
3200,3200,3200,30 May 2019
2950,3500,3100,29 May 2019
2965,2965,2965,28 May 2019
3100,3650,3555,27 May 2019
3400,3400,3400,26 May 2019
3551,3551,3551,25 May 2019
4050,4400,4201,24 May 2019
4100,4201,4135,23 May 2019
4900,4900,4900,22 May 2019
2955,3500,3125,21 May 2019
3900,4200,4050,20 May 2019
4201,4201,4201,19 May 2019
3650,3650,3650,18 May 2019
3155,3300,3165,14 May 2019
3200,3200,3200,13 May 2019
2900,2900,2900,11 May 2019
3600,3600,3600,10 May 2019
3950,3950,3950,09 May 2019
3301,3555,3375,08 May 2019
3555,3555,3555,07 May 2019
4225,4225,4225,06 May 2019
2950,2950,2950,05 May 2019
3401,3401,3401,04 May 2019
3150,4450,3730,03 May 2019
3501,3501,3501,02 May 2019
3375,3375,3375,01 May 2019
3300,3300,3300,30 Apr 2019
4400,4400,4400,27 Apr 2019
3400,3655,3650,26 Apr 2019
3400,3400,3400,25 Apr 2019
2990,3670,3400,24 Apr 2019
2900,3400,3100,23 Apr 2019
3765,4401,3865,22 Apr 2019
3755,3755,3755,21 Apr 2019
3035,3535,3135,20 Apr 2019
3201,3701,3501,19 Apr 2019
3127,3762,3201,18 Apr 2019
3575,3575,3575,17 Apr 2019
2155,3765,3355,16 Apr 2019
3055,3665,3355,15 Apr 2019
2155,2155,2155,14 Apr 2019
2850,3555,3100,13 Apr 2019
3451,3451,3451,12 Apr 2019
3000,4050,3675,11 Apr 2019
3301,3500,3351,10 Apr 2019
3200,3901,3650,09 Apr 2019
3051,4201,3555,08 Apr 2019
3301,3301,3301,06 Apr 2019
3550,3550,3550,05 Apr 2019
3201,3201,3201,04 Apr 2019
3000,3000,3000,03 Apr 2019
3501,3501,3501,02 Apr 2019
3050,3050,3050,01 Apr 2019
4201,4201,4201,31 Mar 2019
2900,3400,3050,30 Mar 2019
3250,4430,3775,29 Mar 2019
3555,3555,3555,28 Mar 2019
3300,4300,3775,27 Mar 2019
3600,4300,4050,26 Mar 2019
3000,4500,3300,25 Mar 2019
3501,3501,3501,24 Mar 2019
3401,3401,3401,23 Mar 2019
3051,3051,3051,22 Mar 2019
3401,3401,3401,21 Mar 2019
2325,3375,3050,20 Mar 2019
3375,3375,3375,19 Mar 2019
2325,3150,2900,18 Mar 2019
4100,4100,4100,17 Mar 2019
3050,4351,3350,16 Mar 2019
3301,3301,3301,15 Mar 2019
3300,3300,3300,14 Mar 2019
4301,4301,4301,13 Mar 2019
3400,3400,3400,12 Mar 2019
2900,4050,3200,11 Mar 2019
3630,3630,3630,10 Mar 2019
3601,4201,3650,09 Mar 2019
