Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2960,4910,3590,22 Nov 2019
2890,4310,3490,21 Nov 2019
2765,4190,3385,20 Nov 2019
2760,4610,3410,19 Nov 2019
2915,4485,3390,18 Nov 2019
2915,4410,3490,16 Nov 2019
2785,4310,3410,15 Nov 2019
2790,4710,3450,14 Nov 2019
2690,4710,3425,13 Nov 2019
2765,4210,3430,11 Nov 2019
2940,4760,3415,09 Nov 2019
2915,4310,3465,08 Nov 2019
2835,4310,3485,06 Nov 2019
2910,4480,3310,05 Nov 2019
2790,4255,3410,04 Nov 2019
2895,4310,3485,02 Nov 2019
2965,4810,3420,01 Nov 2019
2845,4310,3485,31 Oct 2019
2955,4710,3415,30 Oct 2019
2750,4310,3480,26 Oct 2019
2955,4615,3420,25 Oct 2019
2860,4705,3410,24 Oct 2019
2685,4295,3255,23 Oct 2019
2895,4810,3455,22 Oct 2019
2865,4755,3460,19 Oct 2019
2985,4580,3465,18 Oct 2019
2985,4620,3455,17 Oct 2019
2695,4215,3245,15 Oct 2019
2575,4350,3390,14 Oct 2019
2950,4110,3455,12 Oct 2019
2895,4610,3520,11 Oct 2019
2840,4610,3425,10 Oct 2019
2840,4310,3455,09 Oct 2019
2850,4620,3410,07 Oct 2019
2795,4860,3410,05 Oct 2019
2765,4310,3265,04 Oct 2019
2955,4310,3480,03 Oct 2019
2865,4410,3495,30 Sep 2019
2845,4360,3410,27 Sep 2019
2795,4125,3280,25 Sep 2019
2955,4260,3455,24 Sep 2019
2740,4610,3455,23 Sep 2019
2745,4155,3410,21 Sep 2019
2795,4135,3365,20 Sep 2019
2950,4135,3455,19 Sep 2019
2785,4230,3410,18 Sep 2019
2750,4830,3350,17 Sep 2019
2840,4510,3410,14 Sep 2019
2795,4410,3345,13 Sep 2019
2945,4610,3710,11 Sep 2019
2940,4610,3455,09 Sep 2019
2790,4310,3425,07 Sep 2019
2790,4810,3415,06 Sep 2019
2790,4810,3410,05 Sep 2019
2855,4510,3510,03 Sep 2019
2895,4720,3610,31 Aug 2019
3145,4680,3625,30 Aug 2019
2955,4710,3540,29 Aug 2019
3145,4735,3680,27 Aug 2019
2755,4760,3470,26 Aug 2019
2650,4900,3455,25 Aug 2019
3295,4865,3685,22 Aug 2019
2795,4710,3375,21 Aug 2019
2950,4850,3625,20 Aug 2019
3110,4915,3640,19 Aug 2019
2750,4310,3490,16 Aug 2019
2950,4710,3465,14 Aug 2019
2795,4510,3510,31 Jul 2019
2795,4510,3410,30 Jul 2019
2840,4655,3510,29 Jul 2019
2755,4965,3280,27 Jul 2019
2385,4520,3455,26 Jul 2019
2755,4820,3650,24 Jul 2019
2650,4780,3440,23 Jul 2019
2865,4750,3465,22 Jul 2019
2965,4655,3485,20 Jul 2019
2790,4465,3320,19 Jul 2019
2485,3965,3155,18 Jul 2019
2750,4920,3420,17 Jul 2019
2685,4620,3480,16 Jul 2019
2350,4900,3560,15 Jul 2019
2450,4760,3255,13 Jul 2019
2850,4860,3620,11 Jul 2019
2760,4850,3410,10 Jul 2019
2790,4620,3455,08 Jul 2019
2860,4730,3450,06 Jul 2019
2930,4830,3455,05 Jul 2019
2695,4730,3640,04 Jul 2019
2850,4730,3465,03 Jul 2019
2850,4720,3615,01 Jul 2019
2785,4365,3155,28 Jun 2019
2745,4620,3315,27 Jun 2019
2765,4350,3420,26 Jun 2019
2960,4720,3655,25 Jun 2019
2865,4920,3685,24 Jun 2019
2685,4715,3320,22 Jun 2019
2965,4820,3725,21 Jun 2019
2890,4285,3320,20 Jun 2019
2790,4635,3455,19 Jun 2019
2765,4955,3620,18 Jun 2019
2755,4930,3455,17 Jun 2019
2790,4620,3325,15 Jun 2019
2465,4860,3380,14 Jun 2019
2765,4855,3425,13 Jun 2019
2465,4900,3355,12 Jun 2019
2950,4750,3650,11 Jun 2019
2355,4965,3450,10 Jun 2019
2345,4635,3350,08 Jun 2019
2350,4820,2965,07 Jun 2019
2755,3965,3150,06 Jun 2019
2745,4650,3345,04 Jun 2019
2950,4350,3520,03 Jun 2019
2590,4780,3465,01 Jun 2019
2650,4750,3455,29 May 2019
2460,4955,3310,28 May 2019
2450,4950,3250,23 May 2019
2495,3850,3150,22 May 2019
2350,4950,3465,21 May 2019
2850,4690,3350,20 May 2019
2650,4495,3460,19 May 2019
2465,4700,3650,18 May 2019
2950,4895,3465,17 May 2019
2750,4955,3650,10 May 2019
2485,4750,3150,09 May 2019
2730,4655,3350,08 May 2019
2765,4950,3465,07 May 2019
2765,4920,3455,06 May 2019
2550,4960,3285,04 May 2019
2830,4950,3465,03 May 2019
2685,4760,3450,02 May 2019
2620,4965,3440,30 Apr 2019
2790,4580,3360,26 Apr 2019
2570,4865,3460,25 Apr 2019
2910,4505,3450,24 Apr 2019
2955,4865,3560,23 Apr 2019
2785,4960,3480,22 Apr 2019
2765,4900,3465,20 Apr 2019
2760,4900,3650,18 Apr 2019
2780,4955,3465,16 Apr 2019
2765,4850,3360,15 Apr 2019
2760,4920,3450,12 Apr 2019
2675,4185,3155,11 Apr 2019
3155,4950,3620,10 Apr 2019
2760,4830,3260,09 Apr 2019
2750,4900,3820,08 Apr 2019
2865,4450,3365,05 Apr 2019
2480,4550,3260,04 Apr 2019
2580,4720,3165,03 Apr 2019
2655,4820,3465,02 Apr 2019
2865,4950,3365,01 Apr 2019
3120,4935,3690,30 Mar 2019
2785,4460,3345,29 Mar 2019
2675,4185,3155,28 Mar 2019
2765,4630,3100,27 Mar 2019
2490,4580,3165,26 Mar 2019
2720,4820,3460,25 Mar 2019
2765,4900,3455,23 Mar 2019
2760,4650,3360,22 Mar 2019
2650,4965,3385,20 Mar 2019
2755,4690,3460,19 Mar 2019
2945,4850,3450,18 Mar 2019
2840,4630,3455,16 Mar 2019
2650,4930,3380,15 Mar 2019
2855,4630,3475,14 Mar 2019
2855,4865,3560,13 Mar 2019
2865,4725,3455,12 Mar 2019
2685,4715,3560,11 Mar 2019
2625,4765,3255,09 Mar 2019
2680,4755,3460,08 Mar 2019
2650,4910,3310,07 Mar 2019
2755,4830,3460,06 Mar 2019
2725,4900,3260,05 Mar 2019
2855,4695,3320,02 Mar 2019
2650,4825,3340,01 Mar 2019
2850,4765,3410,27 Feb 2019
2745,4865,3395,26 Feb 2019
2785,4900,3455,25 Feb 2019
2590,4635,2965,23 Feb 2019
2680,4710,3340,22 Feb 2019
2750,4815,3350,21 Feb 2019
2780,4620,3610,20 Feb 2019
2490,4865,3165,17 Feb 2019
2490,4720,3125,15 Feb 2019
2565,4900,3350,14 Feb 2019
2755,4920,3410,13 Feb 2019
2785,4935,3420,12 Feb 2019
2565,4720,3410,11 Feb 2019
2440,3920,3155,09 Feb 2019
2680,4865,3455,08 Feb 2019
2755,3920,3310,07 Feb 2019
2650,4785,3255,06 Feb 2019
2490,4700,3265,05 Feb 2019
2580,4755,3155,04 Feb 2019
2650,4750,3365,02 Feb 2019
2550,4700,3365,01 Feb 2019
2765,4650,3420,31 Jan 2019
2850,4630,3420,30 Jan 2019
2655,4585,3450,29 Jan 2019
2765,4485,3355,28 Jan 2019
2765,4495,3525,25 Jan 2019
2465,4955,3365,24 Jan 2019
2795,3955,3195,23 Jan 2019
2650,4765,3265,22 Jan 2019
2790,4520,3450,21 Jan 2019
2465,4760,3160,19 Jan 2019
2850,4890,3450,18 Jan 2019
2780,4900,3450,17 Jan 2019
2450,3950,3165,16 Jan 2019
2760,4955,3465,15 Jan 2019
2765,4495,3485,14 Jan 2019
2960,4755,3450,12 Jan 2019
2950,4750,3450,11 Jan 2019
2765,3955,3165,10 Jan 2019
2350,4900,2950,09 Jan 2019
2490,4950,3360,08 Jan 2019
2350,4900,3180,07 Jan 2019
2450,4360,2965,05 Jan 2019
2395,4410,3265,04 Jan 2019
2470,4860,3310,03 Jan 2019
2695,4580,3385,02 Jan 2019
2760,4480,3320,01 Jan 2019
2760,4825,3360,31 Dec 2018
2860,4750,3550,29 Dec 2018
2780,4950,3540,28 Dec 2018
2950,4860,3580,27 Dec 2018
2790,4680,3625,26 Dec 2018
2550,4730,3320,24 Dec 2018
2680,4950,3560,21 Dec 2018
2790,4630,3280,20 Dec 2018
2850,4580,3460,19 Dec 2018
2490,4925,3360,18 Dec 2018
2580,4955,3250,17 Dec 2018
2655,4750,3420,15 Dec 2018
2860,4700,3260,13 Dec 2018
2780,4955,3460,12 Dec 2018
2670,4530,3450,11 Dec 2018
2750,4680,3350,10 Dec 2018
2790,4650,3450,07 Dec 2018
2680,4750,3250,06 Dec 2018
2380,4850,2860,05 Dec 2018
2680,4915,3360,04 Dec 2018
2750,4900,3560,03 Dec 2018
2460,4820,2960,01 Dec 2018
2550,4730,3160,15 Nov 2018
2680,4900,3350,14 Nov 2018
2760,4830,3250,13 Nov 2018
2680,4865,3490,12 Nov 2018
2490,4620,3100,10 Nov 2018
2560,4900,3250,09 Nov 2018
2720,4900,3450,03 Nov 2018
2650,4760,3150,02 Nov 2018
2570,4580,3490,01 Nov 2018
2650,4935,3545,31 Oct 2018
2490,4350,3240,30 Oct 2018
2950,4750,3480,29 Oct 2018
2550,4350,3380,27 Oct 2018
2580,4965,3250,26 Oct 2018
2650,4835,3160,25 Oct 2018
2720,4630,3455,24 Oct 2018
2650,4900,3260,23 Oct 2018
2450,4900,3250,22 Oct 2018
2850,4900,3560,20 Oct 2018
2850,4725,3620,19 Oct 2018
2680,4960,3365,17 Oct 2018
2680,4900,3540,16 Oct 2018
2650,4680,3450,15 Oct 2018
2580,4900,3450,13 Oct 2018
2850,4650,3520,12 Oct 2018
2560,4900,3250,11 Oct 2018
2550,4850,3250,10 Oct 2018
2720,4900,3650,09 Oct 2018
2630,4850,3260,08 Oct 2018
2670,4950,3450,06 Oct 2018
2650,4900,3550,05 Oct 2018
2550,4600,3420,04 Oct 2018
2850,4600,3350,03 Oct 2018
2650,4750,3350,01 Oct 2018
2850,4900,3650,29 Sep 2018
2730,4960,3640,28 Sep 2018
2690,4720,3650,27 Sep 2018
2650,4900,3450,26 Sep 2018
2650,4850,3210,25 Sep 2018
2550,4700,3150,24 Sep 2018
2750,4900,3300,22 Sep 2018
2650,4900,3400,21 Sep 2018
2650,4900,3400,19 Sep 2018
2650,5100,3620,18 Sep 2018
2650,4900,3500,15 Sep 2018
3250,3250,3250,14 Sep 2018
2560,4900,3200,12 Sep 2018
2650,3900,2950,11 Sep 2018
2650,4700,3650,08 Sep 2018
2560,4900,3500,07 Sep 2018
2650,4900,3600,06 Sep 2018
2650,4800,3560,05 Sep 2018
2650,4950,3450,04 Sep 2018
3450,3450,3450,02 Sep 2018
2650,4650,3500,01 Sep 2018
2650,5100,3550,31 Aug 2018
2650,4900,3450,30 Aug 2018
2450,4900,3650,29 Aug 2018
2750,4900,3400,28 Aug 2018
2600,4950,3450,27 Aug 2018
2560,4700,3100,25 Aug 2018
2750,4900,3400,24 Aug 2018
2700,4900,3450,23 Aug 2018
2650,4850,3300,21 Aug 2018
2350,4700,2900,20 Aug 2018
2700,4950,3450,18 Aug 2018
2560,4900,3350,17 Aug 2018
2650,4900,3200,16 Aug 2018
2550,4650,3200,14 Aug 2018
2550,4700,3200,13 Aug 2018
2650,4950,3420,11 Aug 2018
2560,4900,3450,10 Aug 2018
2650,4800,3420,08 Aug 2018
2560,4900,3250,07 Aug 2018
2250,4900,2900,06 Aug 2018
2650,5100,3650,04 Aug 2018
2400,4950,3150,03 Aug 2018
2500,4950,3250,02 Aug 2018
2650,2650,2650,01 Aug 2018
2300,4950,3200,31 Jul 2018
2300,4900,3200,30 Jul 2018
2250,4700,3100,28 Jul 2018
2600,4800,3250,27 Jul 2018
2850,2850,2850,26 Jul 2018
2650,4900,3350,25 Jul 2018
2650,4700,3250,24 Jul 2018
2450,4820,2900,23 Jul 2018
2550,4850,3500,21 Jul 2018
2500,4900,3400,20 Jul 2018
2600,5150,3450,19 Jul 2018
2350,4900,2850,18 Jul 2018
2450,4900,3150,17 Jul 2018
2560,4850,3150,16 Jul 2018
2400,4700,2900,14 Jul 2018
2240,4850,3210,13 Jul 2018
2450,4900,3150,12 Jul 2018
2650,4800,3050,08 Jul 2018
2650,4520,3150,07 Jul 2018
2650,5100,3300,06 Jul 2018
2530,4950,3250,05 Jul 2018
2650,4900,3250,04 Jul 2018
2450,4850,2900,03 Jul 2018
2520,4900,3150,02 Jul 2018
2650,4900,3320,30 Jun 2018
2650,4800,3320,29 Jun 2018
2550,4700,3150,28 Jun 2018
2350,4750,3350,27 Jun 2018
2550,4950,2900,25 Jun 2018
2550,4700,3150,23 Jun 2018
2650,4900,3150,22 Jun 2018
2550,4900,3200,21 Jun 2018
2450,5100,2950,20 Jun 2018
2650,4900,3200,19 Jun 2018
2600,5420,3250,18 Jun 2018
2400,4850,2900,17 Jun 2018
2450,4900,3150,15 Jun 2018
2550,4900,3300,14 Jun 2018
2650,4800,3350,13 Jun 2018
2540,4850,3250,12 Jun 2018
2450,4700,2900,11 Jun 2018
2450,4900,2900,10 Jun 2018
2650,4850,3050,09 Jun 2018
2750,5100,3650,08 Jun 2018
2450,4750,3050,07 Jun 2018
2560,5320,3250,06 Jun 2018
2450,4800,2900,05 Jun 2018
2550,5055,3250,04 Jun 2018
2350,4750,2700,03 Jun 2018
2250,5450,2950,02 Jun 2018
2850,4850,3250,01 Jun 2018
2650,5150,3150,31 May 2018
2550,4800,2950,30 May 2018
2650,4750,3050,29 May 2018
2650,4900,3250,26 May 2018
2500,4950,2900,25 May 2018
2750,5100,3150,24 May 2018
2560,4900,2950,23 May 2018
2560,4825,2965,22 May 2018
2650,4950,3200,21 May 2018
2450,4900,2980,19 May 2018
2350,4950,2900,18 May 2018
2500,4800,3050,17 May 2018
2600,4850,3250,16 May 2018
2550,4800,3150,14 May 2018
2650,5100,3250,12 May 2018
2500,4950,2950,11 May 2018
2540,4860,3050,10 May 2018
2650,4950,3250,09 May 2018
2550,4750,2900,08 May 2018
2540,4920,3150,07 May 2018
2500,4950,3210,05 May 2018
2560,4820,2900,04 May 2018
2350,4700,2800,03 May 2018
2450,4850,2900,02 May 2018
2350,4700,2960,28 Apr 2018
2560,4700,2900,27 Apr 2018
2650,4900,3150,26 Apr 2018
2450,4800,2850,25 Apr 2018
2550,4900,2960,24 Apr 2018
2450,4800,2950,23 Apr 2018
2650,4950,2800,21 Apr 2018
2350,4800,2900,20 Apr 2018
2500,4850,2960,19 Apr 2018
2250,4650,2800,18 Apr 2018
2500,4950,2950,17 Apr 2018
2280,4500,2850,16 Apr 2018
2540,4950,2950,13 Apr 2018
2300,4700,2800,12 Apr 2018
2350,4700,2800,11 Apr 2018
2450,4900,2950,10 Apr 2018
2410,4750,2950,09 Apr 2018
2400,4850,2950,07 Apr 2018
2250,4700,2800,06 Apr 2018
2350,4700,2950,05 Apr 2018
2640,4700,3050,03 Apr 2018
2560,4700,2850,02 Apr 2018
2550,4700,2900,31 Mar 2018
2650,4750,3050,28 Mar 2018
2560,4950,2960,27 Mar 2018
2560,5120,3150,26 Mar 2018
2350,4700,2960,24 Mar 2018
2450,4750,2960,22 Mar 2018
2520,4950,2960,21 Mar 2018
2510,4850,2940,20 Mar 2018
2550,4750,2960,19 Mar 2018
2450,4950,2920,17 Mar 2018
2540,4750,2960,16 Mar 2018
2640,4920,3010,15 Mar 2018
2650,4850,2800,14 Mar 2018
2410,4750,2940,13 Mar 2018
2750,4950,3210,12 Mar 2018
2530,4700,2860,10 Mar 2018
2560,4750,3050,09 Mar 2018
2450,4800,2920,08 Mar 2018
2550,4750,2900,07 Mar 2018
2410,4950,2980,06 Mar 2018
2450,4770,2920,05 Mar 2018
2450,4860,2900,03 Mar 2018
2450,4720,2960,01 Mar 2018
2450,4910,2860,28 Feb 2018
2250,4820,2760,27 Feb 2018
2365,4700,2840,26 Feb 2018
2440,4820,2830,24 Feb 2018
2560,4620,2960,23 Feb 2018
2560,4720,3050,22 Feb 2018
2300,4750,2850,21 Feb 2018
2350,4800,2960,20 Feb 2018
2410,4760,2960,17 Feb 2018
2250,4720,2750,16 Feb 2018
2560,4900,2950,15 Feb 2018
2340,4950,2850,14 Feb 2018
2150,4650,2800,12 Feb 2018
2380,4950,2850,10 Feb 2018
2150,4500,2650,06 Feb 2018
2250,4750,2850,05 Feb 2018
2180,4620,2850,02 Feb 2018
2460,4950,3150,01 Feb 2018
2450,4700,2960,31 Jan 2018
2560,4950,3150,30 Jan 2018
2690,4960,3250,29 Jan 2018
2350,4760,2950,27 Jan 2018
2450,4750,2960,25 Jan 2018
2450,4950,2950,24 Jan 2018
2450,4650,2950,23 Jan 2018
2650,4850,3150,22 Jan 2018
2550,4960,2960,20 Jan 2018
2150,4650,2840,19 Jan 2018
2650,4880,3250,18 Jan 2018
2350,4780,2960,16 Jan 2018
2350,4950,2850,15 Jan 2018
2550,4750,3200,13 Jan 2018
2250,4700,2850,12 Jan 2018
2350,4800,2950,11 Jan 2018
2250,4750,2850,10 Jan 2018
2750,4250,3200,09 Jan 2018
2260,4750,2840,08 Jan 2018
2300,4750,2950,06 Jan 2018
2150,4680,2845,05 Jan 2018
2540,4750,3050,04 Jan 2018
2450,4650,2900,02 Jan 2018
2280,4720,2840,01 Jan 2018
2150,4950,2850,30 Dec 2017
2450,4850,2800,29 Dec 2017
2300,4850,2900,28 Dec 2017
2280,4700,2750,27 Dec 2017
2500,4950,3050,26 Dec 2017
2750,2750,2750,22 Dec 2017
2250,4850,2840,21 Dec 2017
2340,4850,2900,20 Dec 2017
2550,5120,3050,19 Dec 2017
2260,4900,2940,18 Dec 2017
2450,4750,2900,16 Dec 2017
2250,4950,2910,15 Dec 2017
2520,4950,2980,14 Dec 2017
2240,4790,2850,13 Dec 2017
2500,4750,2950,12 Dec 2017
2510,4750,2960,11 Dec 2017
2250,4160,2830,09 Dec 2017
2150,4800,2850,08 Dec 2017
2400,4850,2900,07 Dec 2017
2510,4750,2960,06 Dec 2017
2850,2850,2850,05 Dec 2017
2250,4920,2840,04 Dec 2017
2350,4700,2860,02 Dec 2017
2180,4650,2765,30 Nov 2017
2520,4680,2850,28 Nov 2017
2250,3950,2750,27 Nov 2017
2250,4700,2780,24 Nov 2017
2450,4700,2900,23 Nov 2017
2410,4750,2940,22 Nov 2017
2300,4750,2920,21 Nov 2017
2450,4900,2950,20 Nov 2017
2450,4700,2850,18 Nov 2017
2500,4850,2750,17 Nov 2017
2300,4750,2840,16 Nov 2017
2200,4850,2740,15 Nov 2017
2350,4700,2840,14 Nov 2017
2480,4650,2840,13 Nov 2017
2280,4850,2750,11 Nov 2017
2250,4750,2750,10 Nov 2017
2400,4700,2950,09 Nov 2017
2060,4400,2840,08 Nov 2017
2250,4650,2700,07 Nov 2017
2450,4700,2900,06 Nov 2017
2150,4710,2840,03 Nov 2017
2450,4700,2800,02 Nov 2017
2350,4850,2800,01 Nov 2017
2350,4800,2900,25 Oct 2017
2200,4900,2850,24 Oct 2017
2150,4700,2850,23 Oct 2017
2100,4600,2850,18 Oct 2017
2450,4900,2960,17 Oct 2017
2250,4700,2800,16 Oct 2017
2300,4800,2950,14 Oct 2017
2450,4800,2950,13 Oct 2017
2400,4750,2850,12 Oct 2017
2400,4900,3200,11 Oct 2017
2100,4900,2850,10 Oct 2017
2650,4700,3200,09 Oct 2017
2350,4700,2900,07 Oct 2017
2250,4700,2800,05 Oct 2017
2150,4520,2860,04 Oct 2017
2300,4700,2950,03 Oct 2017
2350,4700,2950,28 Sep 2017
2250,4700,2850,27 Sep 2017
2100,4400,3250,26 Sep 2017
2650,4500,2950,25 Sep 2017
2300,4800,2850,23 Sep 2017
2350,4700,2800,21 Sep 2017
2250,4800,2950,19 Sep 2017
2350,4700,3250,18 Sep 2017
2250,4750,2950,16 Sep 2017
2200,4800,2790,15 Sep 2017
2500,5400,3200,14 Sep 2017
2300,4900,2950,12 Sep 2017
2270,4850,2850,11 Sep 2017
2310,4960,2950,09 Sep 2017
2300,4900,2950,08 Sep 2017
2350,4700,2900,07 Sep 2017
2650,4700,3400,06 Sep 2017
2410,4700,2850,04 Sep 2017
2450,4800,3150,01 Sep 2017
2400,4600,2950,31 Aug 2017
2650,2650,2650,29 Aug 2017
2150,4600,2900,28 Aug 2017
2400,4700,3200,26 Aug 2017
2150,4800,2840,24 Aug 2017
2400,4750,2850,23 Aug 2017
2700,4700,3500,22 Aug 2017
2150,4950,3250,21 Aug 2017
1950,4650,2800,19 Aug 2017
2300,4900,2950,18 Aug 2017
2500,4800,3200,16 Aug 2017
2100,4700,2950,14 Aug 2017
2100,4500,2700,12 Aug 2017
2050,4350,2800,11 Aug 2017
2350,4800,2850,10 Aug 2017
2350,4600,2850,09 Aug 2017
2450,4800,2900,08 Aug 2017
2450,2450,2450,06 Aug 2017
2500,4750,2960,05 Aug 2017
2150,4900,2800,03 Aug 2017
2500,4800,3250,02 Aug 2017
2150,4700,2850,01 Aug 2017
2150,4650,2800,31 Jul 2017
2350,4600,2950,29 Jul 2017
2200,4600,2800,27 Jul 2017
2450,4750,2800,26 Jul 2017
2250,4350,2800,25 Jul 2017
2300,4500,2950,24 Jul 2017
2650,2650,2650,22 Jul 2017
2300,4900,2850,21 Jul 2017
2450,4700,2900,19 Jul 2017
2100,4600,2950,18 Jul 2017
2350,4700,2950,17 Jul 2017
2350,4600,2860,15 Jul 2017
2160,4350,2860,14 Jul 2017
2300,4950,2850,13 Jul 2017
2300,4800,2860,11 Jul 2017
2300,4700,2910,10 Jul 2017
1960,4500,2800,08 Jul 2017
2350,4800,2900,07 Jul 2017
2100,4600,2850,06 Jul 2017
2130,4300,2890,05 Jul 2017
2150,4350,2800,04 Jul 2017
2300,4800,2860,03 Jul 2017
2280,4650,2810,29 Jun 2017
2100,4800,2910,28 Jun 2017
2350,4450,2750,27 Jun 2017
2300,4700,2900,24 Jun 2017
2300,4850,2900,22 Jun 2017
2060,4810,2950,21 Jun 2017
2150,4650,2810,20 Jun 2017
2150,4700,2900,19 Jun 2017
2160,4410,2830,17 Jun 2017
2500,4600,3100,16 Jun 2017
2300,4800,2900,15 Jun 2017
2100,4700,2900,14 Jun 2017
2150,4310,2950,13 Jun 2017
2360,4800,2900,12 Jun 2017
2300,5100,2960,09 Jun 2017
2300,4800,2950,08 Jun 2017
2100,4650,2850,07 Jun 2017
2200,4550,2960,06 Jun 2017
2350,4500,2960,05 Jun 2017
2300,2300,2300,03 Jun 2017
2650,2650,2650,02 Jun 2017
2150,4500,2800,01 Jun 2017
2400,4700,2860,31 May 2017
2050,4780,2900,30 May 2017
1900,4800,2790,29 May 2017
2300,4400,2900,27 May 2017
2350,4700,2790,26 May 2017
2300,4700,2850,25 May 2017
2200,4600,2950,24 May 2017
2350,4800,2860,23 May 2017
2100,4650,2750,22 May 2017
2350,4700,2890,20 May 2017
1960,4650,2850,19 May 2017
2280,4750,2860,17 May 2017
2300,4710,2850,16 May 2017
2230,4620,2800,15 May 2017
2500,4800,2810,13 May 2017
2300,4800,2850,12 May 2017
2200,4850,2785,11 May 2017
2100,4900,2800,09 May 2017
2300,4800,2980,08 May 2017
3500,3500,3500,06 May 2017
2180,4600,2850,05 May 2017
2250,4700,2850,04 May 2017
2200,4650,2890,03 May 2017
2100,4500,2800,02 May 2017
2150,4700,2800,29 Apr 2017
2050,4500,2750,28 Apr 2017
2050,4600,2800,26 Apr 2017
2150,4650,2800,25 Apr 2017
2100,4700,2850,24 Apr 2017
2200,4800,2900,22 Apr 2017
2050,4450,2940,21 Apr 2017
2300,4860,2940,20 Apr 2017
2160,4410,2750,18 Apr 2017
2160,4650,2890,17 Apr 2017
2200,4860,2960,15 Apr 2017
2150,4500,2860,13 Apr 2017
2150,4400,2800,12 Apr 2017
2300,4800,2950,10 Apr 2017
2160,4810,2790,08 Apr 2017
2180,4750,2860,07 Apr 2017
2080,4620,2860,06 Apr 2017
2210,4680,2850,05 Apr 2017
2150,4550,2850,03 Apr 2017
2050,4180,2900,01 Apr 2017
2100,4700,2840,30 Mar 2017
2200,4850,2960,29 Mar 2017
2100,4870,2720,27 Mar 2017
2200,4850,2860,24 Mar 2017
2210,4810,2965,22 Mar 2017
2150,4865,2950,21 Mar 2017
2450,4720,3120,20 Mar 2017
2250,4800,2900,18 Mar 2017
2150,4625,2900,16 Mar 2017
2380,4590,3050,15 Mar 2017
2450,4680,2980,14 Mar 2017
2480,4750,2950,11 Mar 2017
2160,4510,2865,10 Mar 2017
2150,4460,2850,08 Mar 2017
2215,4150,2815,07 Mar 2017
1985,4710,2840,06 Mar 2017
2060,4180,2840,04 Mar 2017
2310,4450,2940,03 Mar 2017
2210,4735,2860,02 Mar 2017
2210,4610,2750,01 Mar 2017
2190,4450,2840,27 Feb 2017
2250,4380,2865,23 Feb 2017
2260,4765,2940,22 Feb 2017
2030,4510,2745,21 Feb 2017
2210,4610,2835,18 Feb 2017
2160,4350,2780,17 Feb 2017
1960,4250,2735,16 Feb 2017
1965,4725,2680,15 Feb 2017
2150,4710,2680,14 Feb 2017
2190,4680,2940,13 Feb 2017
1980,4150,2680,11 Feb 2017
1935,4710,2825,10 Feb 2017
2090,4460,2785,09 Feb 2017
2050,4410,2840,08 Feb 2017
1960,4625,2740,07 Feb 2017
1980,4670,2680,06 Feb 2017
1940,4620,2760,04 Feb 2017
1990,4625,2860,03 Feb 2017
1980,1980,1980,01 Feb 2017
1970,4490,2780,30 Jan 2017
2260,4710,2910,25 Jan 2017
1960,4410,2680,24 Jan 2017
1835,4105,2765,19 Jan 2017
2090,4410,2740,17 Jan 2017
2160,4725,2810,16 Jan 2017
2155,4710,2715,14 Jan 2017
1950,4510,2810,13 Jan 2017
2150,4410,2840,12 Jan 2017
2105,4680,2740,10 Jan 2017
1885,4550,2760,09 Jan 2017
2205,4610,2890,07 Jan 2017
2100,4150,2710,06 Jan 2017
2190,4160,2705,05 Jan 2017
2160,4610,2920,03 Jan 2017
2160,4475,2730,02 Jan 2017
2130,4610,2870,31 Dec 2016
2110,4620,2710,30 Dec 2016
2080,4515,2840,29 Dec 2016
1870,4510,2840,28 Dec 2016
2080,4410,2830,26 Dec 2016
2105,4710,2890,23 Dec 2016
2150,4610,2810,22 Dec 2016
1980,4150,2840,20 Dec 2016
1940,4670,2680,19 Dec 2016
2040,4310,2780,17 Dec 2016
2050,4710,2690,15 Dec 2016
2050,4680,2840,14 Dec 2016
2040,4650,2480,13 Dec 2016
2760,2760,2760,09 Dec 2016
1940,4410,2810,08 Dec 2016
2105,4410,2780,06 Dec 2016
1970,4150,2680,05 Dec 2016
1980,4150,2710,02 Dec 2016
1970,4480,2690,01 Dec 2016
2140,4670,2770,30 Nov 2016
2040,4410,2810,28 Nov 2016
1950,4150,2740,25 Nov 2016
1930,4580,2740,24 Nov 2016
2105,4725,2820,21 Nov 2016
2040,4525,2840,19 Nov 2016
1990,4510,2810,18 Nov 2016
2040,4470,2680,16 Nov 2016
1840,4650,2870,09 Nov 2016
2900,2900,2900,07 Nov 2016
1940,4100,2720,25 Oct 2016
1940,4640,2840,24 Oct 2016
1940,4550,2740,13 Oct 2016
1940,4100,2670,07 Oct 2016
1900,4100,2780,01 Oct 2016
1940,4650,2780,29 Sep 2016
1850,4610,2740,27 Sep 2016
2810,2810,2810,26 Sep 2016
1900,4100,2840,19 Sep 2016
1940,4700,2680,16 Sep 2016
1860,4500,2700,14 Sep 2016
2105,4650,2740,08 Sep 2016
2100,2100,2100,07 Sep 2016
2270,4050,2940,06 Sep 2016
2140,4700,2840,03 Sep 2016
1750,4623,2680,02 Sep 2016
2540,2540,2540,01 Sep 2016
2050,4700,2810,29 Aug 2016
1820,1820,1820,27 Aug 2016
1800,4400,2680,26 Aug 2016
1850,1850,1850,25 Aug 2016
2600,2600,2600,22 Aug 2016
1940,4360,2940,20 Aug 2016
