Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2000,4000,3500,09 Apr 2016
2190,3500,2900,08 Apr 2016
2150,3550,2550,07 Apr 2016
1980,3200,2580,06 Apr 2016
2100,3500,2580,05 Apr 2016
2180,3540,3050,04 Apr 2016
2070,3540,2590,02 Apr 2016
2580,3590,3050,01 Apr 2016
2250,3590,3100,31 Mar 2016
2150,3500,2590,30 Mar 2016
2580,4050,3550,28 Mar 2016
2050,3550,2540,23 Mar 2016
2100,4500,3500,22 Mar 2016
2100,4000,3200,21 Mar 2016
2150,4550,3590,18 Mar 2016
2000,3250,2550,17 Mar 2016
1970,3950,3580,16 Mar 2016
2150,4550,3500,15 Mar 2016
2050,3150,2550,14 Mar 2016
2130,4550,3750,11 Mar 2016
2080,4550,3550,10 Mar 2016
2050,3050,2500,09 Mar 2016
2100,4500,3570,08 Mar 2016
2050,4500,3200,04 Mar 2016
2150,3540,2980,03 Mar 2016
2450,3240,2850,01 Mar 2016
2280,3550,3050,29 Feb 2016
2200,3200,2500,26 Feb 2016
2200,3400,3000,25 Feb 2016
2400,3400,2800,24 Feb 2016
2200,3200,2500,23 Feb 2016
2100,2450,2250,22 Feb 2016
2200,3200,2550,18 Feb 2016
2200,4400,3350,17 Feb 2016
2250,3250,3050,16 Feb 2016
2100,3500,2500,15 Feb 2016
2230,2450,2300,12 Feb 2016
2050,2450,2250,10 Feb 2016
1950,2250,2000,09 Feb 2016
1900,2300,2050,08 Feb 2016
2100,2300,2200,06 Feb 2016
2200,2400,2350,05 Feb 2016
2100,2400,2300,04 Feb 2016
2240,4250,3250,03 Feb 2016
2450,4550,3550,02 Feb 2016
2240,4020,3250,30 Jan 2016
2350,4050,3070,29 Jan 2016
2200,4500,3500,28 Jan 2016
2350,4050,3050,27 Jan 2016
2250,4550,3550,25 Jan 2016
2270,4250,3550,22 Jan 2016
3200,4500,3850,21 Jan 2016
2580,4550,3590,20 Jan 2016
2490,4550,3990,19 Jan 2016
2280,4800,3950,18 Jan 2016
2450,3850,3370,16 Jan 2016
2280,4050,3280,15 Jan 2016
2450,4550,3570,14 Jan 2016
2400,2680,2550,13 Jan 2016
2300,2600,2400,12 Jan 2016
2250,3250,2670,11 Jan 2016
2440,4540,3840,08 Jan 2016
2230,4570,3070,07 Jan 2016
2370,4800,3080,06 Jan 2016
2350,4200,3350,05 Jan 2016
2200,4450,3300,04 Jan 2016
2350,4550,3050,02 Jan 2016
2350,4580,3570,01 Jan 2016
2450,3080,2750,31 Dec 2015
3050,5050,4050,30 Dec 2015
2280,3050,2580,29 Dec 2015
2200,2800,2600,28 Dec 2015
2200,2800,2450,23 Dec 2015
2200,2650,2480,22 Dec 2015
2200,2450,2350,16 Dec 2015
2250,2480,2370,09 Dec 2015
2250,2470,2360,04 Dec 2015
2150,2400,2270,02 Dec 2015
2450,2850,2550,18 Nov 2015
2300,2600,2500,16 Nov 2015
2000,3000,2500,06 Nov 2015
2200,2600,2400,30 Oct 2015
1850,2050,1950,26 Oct 2015
1450,1850,1650,21 Oct 2015
2000,2200,2100,12 Oct 2015
2200,2400,2300,07 Oct 2015
2000,2200,2100,30 Sep 2015
1950,2150,2050,28 Sep 2015
1900,2000,1950,23 Sep 2015
1950,2150,2050,14 Sep 2015
1800,2600,2000,11 Sep 2015
2700,2900,2800,07 Sep 2015
1870,2070,1970,02 Sep 2015
3000,4000,3500,28 Aug 2015
1600,1800,1700,24 Aug 2015
2000,2500,2200,19 Aug 2015
1600,2000,1800,12 Aug 2015
2200,2400,2300,05 Aug 2015
1400,1800,1600,29 Jul 2015
1800,2000,1900,22 Jul 2015
1550,2050,1850,15 Jul 2015
1700,1900,1800,08 Jul 2015
1700,1800,1750,01 Jul 2015
1450,1650,1550,24 Jun 2015
1450,1650,1550,17 Jun 2015
1500,1700,1600,10 Jun 2015
1600,1800,1700,05 Jun 2015
1460,1660,1560,27 May 2015
1500,2000,1800,20 May 2015
1480,1680,1580,12 May 2015
1450,1850,1650,08 May 2015
1600,1800,1700,27 Apr 2015
1600,1800,1700,15 Apr 2015
1800,1900,1850,10 Apr 2015
1400,1600,1500,08 Apr 2015
1550,1750,1650,04 Apr 2015
1450,1650,1550,25 Mar 2015
1450,1650,1550,18 Mar 2015
1470,1870,1570,13 Mar 2015
1400,1600,1500,11 Mar 2015
1480,1880,1680,04 Mar 2015
1450,1650,1550,27 Feb 2015
1500,1700,1600,25 Feb 2015
1400,1800,1600,13 Feb 2015
1580,1700,1600,05 Feb 2015
1800,2200,1900,31 Jan 2015
1800,2200,2000,28 Jan 2015
1600,2000,1700,23 Jan 2015
1800,2000,1900,21 Jan 2015
1600,2000,1800,20 Jan 2015
1500,1800,1600,17 Jan 2015
1500,1800,1600,17 Jan 2015
1500,1800,1700,15 Jan 2015
1500,1800,1700,15 Jan 2015
1560,1870,1650,14 Jan 2015
1560,1870,1650,14 Jan 2015
1480,2500,2000,12 Jan 2015
1480,2500,2000,12 Jan 2015
1500,2500,2100,08 Jan 2015
1540,1890,1700,07 Jan 2015
1800,2000,1900,05 Jan 2015
1400,2000,1600,03 Jan 2015
1450,2540,2010,02 Jan 2015
1450,2550,2050,31 Dec 2014
1400,1800,1600,30 Dec 2014
1400,1800,1600,29 Dec 2014
1480,2580,2080,26 Dec 2014
1400,1800,1600,23 Dec 2014
1480,2580,2080,22 Dec 2014
1500,1700,1600,19 Dec 2014
1400,1800,1600,18 Dec 2014
1400,1800,1600,17 Dec 2014
1800,2200,2000,16 Dec 2014
1500,1800,1700,15 Dec 2014
1600,1800,1700,11 Dec 2014
1400,2500,2000,10 Dec 2014
1300,1500,1400,09 Dec 2014
1500,2500,2000,08 Dec 2014
1540,2540,2040,06 Dec 2014
1420,2520,2020,03 Dec 2014
1400,2500,2000,02 Dec 2014
1500,2000,1800,01 Dec 2014
1400,1600,1500,28 Nov 2014
1400,1800,1600,27 Nov 2014
1400,2500,2000,26 Nov 2014
1400,2500,2000,25 Nov 2014
1400,2500,2000,24 Nov 2014
1400,1800,1600,21 Nov 2014
1400,1800,1600,20 Nov 2014
1500,2000,1800,19 Nov 2014
1400,2500,2000,17 Nov 2014
1400,2000,1600,13 Nov 2014
1400,2500,2000,12 Nov 2014
1400,2500,2200,11 Nov 2014
1400,2500,1800,10 Nov 2014
1400,2500,2000,07 Nov 2014
1400,2500,1700,05 Nov 2014
1400,2500,1500,03 Nov 2014
1400,2500,2000,01 Nov 2014
1400,2500,2000,31 Oct 2014
1400,2500,2000,29 Oct 2014
1450,2550,2050,28 Oct 2014
1450,2550,2000,27 Oct 2014
1480,2070,1780,20 Oct 2014
1450,2550,2050,18 Oct 2014
1200,2500,2200,17 Oct 2014
1450,2550,2000,16 Oct 2014
1470,2570,2070,10 Oct 2014
1450,2550,2000,09 Oct 2014
1450,2550,2000,08 Oct 2014
1400,2500,2000,07 Oct 2014
1400,2500,2000,04 Oct 2014
1400,2500,2000,01 Oct 2014
1450,2550,2000,30 Sep 2014
1500,2550,2050,29 Sep 2014
1450,2550,2000,25 Sep 2014
1480,2580,2080,24 Sep 2014
1470,2570,2070,20 Sep 2014
1450,2550,2000,19 Sep 2014
1000,2000,1500,16 Sep 2014
1540,1640,1640,15 Sep 2014
1200,2200,1700,05 Sep 2014
1490,2590,2090,04 Sep 2014
1470,2570,2070,02 Sep 2014
1450,2550,2200,01 Sep 2014
1480,2580,2080,27 Aug 2014
1480,2580,2080,26 Aug 2014
1400,2500,2050,22 Aug 2014
1550,2550,2050,20 Aug 2014
1800,3000,2500,19 Aug 2014
1450,2550,2000,14 Aug 2014
1450,2550,2000,13 Aug 2014
1450,2550,2000,11 Aug 2014
1450,2550,2000,08 Aug 2014
1450,2550,2000,07 Aug 2014
1450,2550,2000,06 Aug 2014
1450,2550,2000,04 Aug 2014
1450,2550,2000,31 Jul 2014
1450,2550,2000,25 Jul 2014
1450,2550,2000,23 Jul 2014
1450,2550,2000,22 Jul 2014
1450,2550,2000,18 Jul 2014
1800,4000,2900,29 Jul 2013
1800,4000,2900,25 Jul 2013
1800,4000,2900,22 Jul 2013
1800,4000,2900,18 Jul 2013
1800,4000,2900,15 Jul 2013
1800,4000,2900,13 Jun 2013
1800,4000,2900,30 May 2013
1800,4000,2900,27 May 2013
1800,2500,2150,23 May 2013
1800,4000,2900,20 May 2013
1800,4200,3000,16 May 2013
1800,4000,2900,13 May 2013
2000,3000,2500,01 Apr 2013
1800,4000,2900,14 Feb 2013
2000,2700,2350,22 Nov 2012
1800,4200,3000,19 Nov 2012
1900,4100,3000,08 Nov 2012
1800,4000,2900,05 Nov 2012
1200,2500,1900,01 Nov 2012
1800,2500,2150,29 Oct 2012
1800,4000,2900,25 Oct 2012
1800,4000,2900,22 Oct 2012
2100,4200,3150,18 Oct 2012
1800,2500,2150,15 Oct 2012
1800,2500,2150,11 Oct 2012
2100,4200,3150,08 Oct 2012
1800,2500,2150,04 Oct 2012
2100,4200,3150,01 Oct 2012
2100,4200,3150,27 Sep 2012
2100,4200,3150,03 Sep 2012
2100,4200,3150,28 Aug 2012
1100,2800,1950,23 Aug 2012
2100,4000,3050,16 Aug 2012
1800,4000,2900,13 Aug 2012
1100,2800,1950,09 Aug 2012
1100,2800,1950,06 Aug 2012
1100,3000,2050,02 Aug 2012
1100,2400,1750,30 Jul 2012
1800,4000,2900,26 Jul 2012
1790,4000,2900,23 Jul 2012
1805,4000,2900,17 May 2012
1810,4000,2900,19 Apr 2012
1800,4000,2900,16 Apr 2012
1800,4000,2900,12 Apr 2012
1810,4000,2900,09 Apr 2012
1795,4000,2900,02 Apr 2012
1810,2500,2150,29 Mar 2012
1805,4000,2900,12 Mar 2012
